corporate_number,name,location,postal_code,status,update_date,founded_year,都道府県,longitude,latitude
6020001135580,バイオインサイト株式会社,東京都稲城市大丸５１３番地１,2060801.0,,2023-04-18 00:00:00+09:00,2020,東京都,139.493591,35.647926
6040001124680,カサナレ株式会社,東京都渋谷区道玄坂１丁目１２−１渋谷マークシティＷＥＳＴ棟２２Ｆ,1500043.0,,2023-04-07 00:00:00+09:00,2022,東京都,139.698578,35.658337
6050001045892,レフィクシア株式会社,東京都港区六本木５丁目１７番６号オークヒルアパートメンツ４０３号室,1060032.0,,2023-02-03 00:00:00+09:00,2019,東京都,139.736588,35.661095
7010001150539,株式会社ゼンリンマーケティングソリューションズ,東京都千代田区神田淡路町２丁目１０５番地,1010063.0,,2020-06-18 00:00:00+09:00,2020,東京都,139.768066,35.697571
7010001197695,株式会社プレステージ・コアソリューション,東京都千代田区麹町２丁目４番地１,1020083.0,,2019-04-22 00:00:00+09:00,2019,東京都,139.740143,35.684437
7010001197877,株式会社テラサーモアジア,東京都中央区日本橋本町３丁目３番６号ワカ末ビル７階,1030023.0,,2019-01-25 00:00:00+09:00,2019,東京都,139.774231,35.688885
7010001198776,ＴＤ　Ｃｏｎｓｔｒｕｃｔｉｏｎ株式会社,東京都千代田区内神田２丁目１６番１１号,1010047.0,,2019-03-04 00:00:00+09:00,2019,東京都,139.768951,35.692421
7010001199741,日販セグモ株式会社,東京都千代田区神田駿河台４丁目３番地,1010062.0,,2020-04-20 00:00:00+09:00,2019,東京都,139.765167,35.698803
7010001201168,株式会社マーケティングワン,東京都中央区銀座８丁目１２番８号ＰＭＯ銀座八丁目３Ｆ,1040061.0,,2022-12-26 00:00:00+09:00,2019,東京都,139.762634,35.667076
7010001203156,株式会社タスクシャープ,東京都千代田区神田須田町２丁目２３番地１,1010041.0,,2019-08-15 00:00:00+09:00,2019,東京都,139.772079,35.696781
7010001203924,株式会社キャリア・デザイニングセンター,東京都千代田区西神田１丁目３番１５号石福ビル,1010065.0,,2022-08-18 00:00:00+09:00,2019,東京都,139.756927,35.699486
7010001204393,株式会社昭文社,東京都千代田区麹町３丁目１番地,1020083.0,,2020-04-15 00:00:00+09:00,2019,東京都,139.739624,35.683891
7010001204518,コリアーズ・デザイン・アンド・ビルド株式会社,東京都千代田区丸の内３丁目２番３号,1000005.0,,2022-12-01 00:00:00+09:00,2019,東京都,139.761429,35.677837
7010001206316,株式会社ｆｏｘｃａｌｅ,東京都千代田区神田神保町１丁目１４番地３,1010051.0,,2020-04-28 00:00:00+09:00,2019,東京都,139.758148,35.696732
7010001207140,ＲＹＯＰＯＮ株式会社,東京都千代田区神田佐久間町３丁目３７番地石井ビル２０２号室,1010025.0,,2020-01-30 00:00:00+09:00,2020,東京都,139.777634,35.698345
7010001207256,Ｔｈｉｎｋｉｎｇｓ株式会社,東京都中央区日本橋本町４丁目８番１６号,1030023.0,,2021-03-17 00:00:00+09:00,2020,東京都,139.774765,35.689308
7010001208840,株式会社ダイテック,東京都品川区南大井６丁目１６番１９号,1400013.0,,2022-12-07 00:00:00+09:00,2020,東京都,139.73027,35.59137
7010001212157,ステラ・レーベル株式会社,東京都中央区晴海３丁目１３番１−１７０２号,1040053.0,,2020-09-08 00:00:00+09:00,2020,東京都,139.778244,35.655613
7010001214665,株式会社ＳＶＰジャパン,東京都中央区日本橋蛎殻町１丁目３８番９号宮前ビル２Ｆ,1030014.0,,2022-01-13 00:00:00+09:00,2020,東京都,139.784821,35.683262
7010001216240,Ｂｉｚ　Ｔｒｉｐ　Ｓｔｏｒｙ株式会社,東京都中央区銀座１丁目２２番１１号銀座大竹ビジデンス２階,1040061.0,,2021-03-05 00:00:00+09:00,2021,東京都,139.770905,35.671829
7010001217148,ＩＮＣＬＵＳＩＯＮ　ＰＡＲＴＮＥＲ株式会社,東京都中央区日本橋本町２丁目３番１１号,1030023.0,,2021-08-13 00:00:00+09:00,2021,東京都,139.776184,35.687737
7010001219540,株式会社日本食農連携ビジネス,東京都千代田区有楽町１丁目７番１号有楽町電気ビルヂング北館７階７０７区,1000006.0,,2023-03-31 00:00:00+09:00,2021,東京都,139.761444,35.674358
7010001220473,株式会社フォーメンバーズホールディングス,東京都中央区新川２丁目２０番７号,1040033.0,,2021-08-20 00:00:00+09:00,2021,東京都,139.781204,35.674107
7010001220829,株式会社グラール,東京都千代田区神田佐久間町３丁目２７番地３ガーデンパークビル５Ｆ,1010025.0,,2022-03-09 00:00:00+09:00,2021,東京都,139.778412,35.698578
7010001222230,株式会社アドアストラ,東京都千代田区一番町１３番地４一番町レジデンス４０３号,1020082.0,,2021-11-04 00:00:00+09:00,2021,東京都,139.741028,35.686371
7010001222544,資生堂クリエイティブ株式会社,東京都中央区銀座７丁目５番５号,1040061.0,,2021-11-15 00:00:00+09:00,2021,東京都,139.761597,35.669964
7010001223625,株式会社ドットプラス,東京都千代田区永田町２丁目４番１１号,1000014.0,,2023-01-16 00:00:00+09:00,2021,東京都,139.742035,35.672005
7010001224375,Ｍｅｉｎｈａｒｄｔ　Ｊａｐａｎ株式会社,東京都千代田区有楽町１丁目１番２号日比谷三井タワー１２階,1000006.0,,2022-02-07 00:00:00+09:00,2022,東京都,139.759552,35.674088
7010001225241,トランシンク株式会社,東京都中央区銀座１丁目２２番１１号銀座大竹ビジデンス２階,1040061.0,,2022-03-16 00:00:00+09:00,2022,東京都,139.770905,35.671829
7010001225687,株式会社ミクニエアロスペース,東京都千代田区外神田６丁目１３番１１号,1010021.0,,2022-04-06 00:00:00+09:00,2022,東京都,139.770859,35.703087
7010001229218,Ｆｕｎｎｉｚｅ株式会社,東京都千代田区丸の内２丁目２−１岸本ビルヂング６Ｆ,1000005.0,,2022-09-06 00:00:00+09:00,2022,東京都,139.762222,35.680233
7010001231553,株式会社Ｃａｎｏｐｕｓ,東京都中央区銀座１丁目１２番４号Ｎ＆ＥＢＬＤ．６Ｆ,1040061.0,,2022-12-16 00:00:00+09:00,2022,東京都,139.770126,35.674221
7010001232452,アサヒメタルファイン株式会社,東京都千代田区丸の内１丁目７番１２号,1000005.0,,2023-04-25 00:00:00+09:00,2023,東京都,139.767944,35.683498
7010001232493,株式会社Ｍｅｄｅｒｕ,東京都中央区銀座１丁目２２番１１号銀座大竹ビジデンス２階,1040061.0,,2023-01-25 00:00:00+09:00,2023,東京都,139.770905,35.671829
7010001233401,株式会社市進コンサルティング,東京都文京区本郷５丁目２５番１４号,1130033.0,,2023-03-02 00:00:00+09:00,2023,東京都,139.760071,35.709972
7010003029038,ＯＰＴＹＷＯＲＫＳ株式会社,東京都千代田区九段南１丁目５番６号りそな九段ビル５Ｆ−ＫＳフロア,1020074.0,,2020-10-07 00:00:00+09:00,2019,東京都,139.751678,35.694996
7010003029640,合同会社Ｓａｗａｍｉｉｙ．ｃｏｍ,東京都中央区銀座７丁目１３番６号サガミビル２階,1040061.0,,2019-04-15 00:00:00+09:00,2019,東京都,139.764572,35.667824
7010003031844,合同会社建築鑑定,東京都中央区東日本橋２丁目１６番１−６０３号,1030004.0,,2020-03-10 00:00:00+09:00,2020,東京都,139.785751,35.694157
7010003036067,合同会社Ｅｄｕｃｕｌ,東京都千代田区霞が関１丁目４番１号,1000013.0,,2021-10-22 00:00:00+09:00,2021,東京都,139.750793,35.670742
7010003036513,ＴａｓｋＵｓ　Ｏｕｔｓｏｕｒｃｉｎｇ　Ｊａｐａｎ合同会社,東京都港区南麻布４丁目１１番２２号南麻布Ｔ＆Ｆビル８階,1060047.0,,2023-03-10 00:00:00+09:00,2021,東京都,139.726913,35.647697
7010003039623,エネルエックス・アドバイザリーサービス・ジャパン合同会社,東京都千代田区丸の内１丁目９番２号グラントウキョウサウスタワー１１階,1000005.0,,2023-01-31 00:00:00+09:00,2023,東京都,139.767242,35.681252
7010005031586,一般社団法人東京エネルギー情報ネットワークス,東京都中央区銀座１丁目２２番１１号銀座大竹ビジデンス２階,1040061.0,,2020-06-23 00:00:00+09:00,2020,東京都,139.770905,35.671829
7010005031909,弁護士法人エジソン法律事務所,東京都千代田区神田錦町１丁目８番１１号錦町ビルディング８階,1010054.0,,2020-06-24 00:00:00+09:00,2020,東京都,139.764725,35.693359
7010005033269,一般社団法人全国建設発生土リサイクル協会,東京都千代田区神田松永町２２番地,1010023.0,,2021-04-22 00:00:00+09:00,2021,東京都,139.775299,35.70031
7010005033921,一般社団法人近未来ハイスクール,東京都千代田区一番町２３−２番町ロイヤルコート４０６,1020082.0,,2021-10-14 00:00:00+09:00,2021,東京都,139.742462,35.686813
7010005036486,一般社団法人日本データ・エンジニアリング協会,東京都中央区銀座８丁目１４番１４号,1040061.0,,2023-04-11 00:00:00+09:00,2023,東京都,139.764053,35.666897
7010103001714,フォレストカンパニー合同会社,東京都八王子市楢原町５３６番地４,1930803.0,,2021-06-10 00:00:00+09:00,2021,東京都,139.304733,35.685745
7010401143555,株式会社ＮＳＭ,東京都中央区銀座３丁目１０番９号ＫＥＣ銀座ビル６階,1040061.0,,2020-05-13 00:00:00+09:00,2019,東京都,139.76799,35.670959
7010401144116,Ａｖｉｄｉｔｙ　Ｓｃｉｅｎｃｅ株式会社,東京都港区赤坂２丁目２２番２４号泉赤坂ビル６階,1070052.0,,2019-12-05 00:00:00+09:00,2019,東京都,139.738419,35.668442
7010401144339,株式会社ＴＡＯ　Ｐａｒｔｎｅｒｓ,東京都中央区日本橋１丁目４−１日本橋一丁目三井ビルディング５階０５室,1030027.0,,2022-11-21 00:00:00+09:00,2019,東京都,139.774231,35.682968
7010401144438,Ｃｏｕｍ株式会社,東京都港区赤坂８丁目４−１４青山タワープレイス８階,1070052.0,,2019-04-24 00:00:00+09:00,2019,東京都,139.726456,35.673031
7010401146500,アスピレイション株式会社,東京都港区虎ノ門４丁目３−１城山トラストタワー４Ｆ,1050001.0,,2019-07-02 00:00:00+09:00,2019,東京都,139.743912,35.664398
7010401149073,株式会社Ｍｉｒａｉｌｅ,東京都港区北青山２丁目７番１３号プラセオ青山ビル３階,1070061.0,,2019-11-19 00:00:00+09:00,2019,東京都,139.717575,35.671074
7010401150691,株式会社ｓｔｕｄｉｏ　ｎｉｍｏ,東京都港区高輪２丁目１３番６−１００２号,1080074.0,,2022-11-29 00:00:00+09:00,2020,東京都,139.737762,35.634586
7010401154981,株式会社ＶＡＩ　ＣＡＶＡＬＯ,東京都中央区日本橋小網町１番５号１０階,1030016.0,,2022-12-06 00:00:00+09:00,2020,東京都,139.781738,35.681137
7010401156540,株式会社ビーシーエフ,東京都港区浜松町２丁目２番１５号浜松町ダイヤビル２Ｆ,1050013.0,,2022-12-27 00:00:00+09:00,2020,東京都,139.754761,35.655102
7010401156978,ＰＲＩＮＯＴＨ株式会社,東京都港区麻布台３丁目４番２３号,1060041.0,,2020-12-10 00:00:00+09:00,2020,東京都,139.738678,35.659779
7010401162324,スパイラル株式会社,東京都港区赤坂２丁目９番１１号,1070052.0,,2023-06-30 00:00:00+09:00,2021,東京都,139.741013,35.671112
7010401164015,株式会社ＦＰＳ,東京都中央区八重洲２丁目２番１号,1040028.0,,2022-12-28 00:00:00+09:00,2021,東京都,139.769165,35.679695
7010401165954,株式会社ＥＭＥＥＲ,東京都千代田区九段北１丁目３番１号日宝九段下ビル９Ｆ１号,1020073.0,,2023-03-30 00:00:00+09:00,2022,東京都,139.751678,35.695694
7010403028176,アジアディールハブジャパン合同会社,東京都港区赤坂２丁目１４番５号Ｄａｉｗａ赤坂ビル７階,1070052.0,,2022-08-02 00:00:00+09:00,2022,東京都,139.737106,35.672062
7010403028597,合同会社ｋｙｏｈ,東京都港区南青山２丁目２番１５号,1070062.0,,2022-10-11 00:00:00+09:00,2022,東京都,139.724106,35.67149
7010403029059,ＫＡＪＩＴＳＵ合同会社,東京都港区南青山３丁目１番３６号青山丸竹ビル６Ｆ,1070062.0,,2022-12-02 00:00:00+09:00,2022,東京都,139.715881,35.668217
7010405017508,一般社団法人大学スポーツ協会,東京都千代田区九段北４丁目２番９号,1020073.0,,2019-07-08 00:00:00+09:00,2019,東京都,139.737762,35.691719
7010405021393,谷島行政書士法人,東京都港区六本木２丁目４番９号,1060032.0,,2022-09-26 00:00:00+09:00,2022,東京都,139.736771,35.665886
7010501044661,ＣＬＰＳ　Ｔｅｃｈｎｏｌｏｇｙ　Ｊａｐａｎ株式会社,東京都中央区日本橋蛎殻町１丁目３６番３号東洋ビル４Ｆ,1030014.0,,2021-05-24 00:00:00+09:00,2019,東京都,139.785309,35.681976
7010501050627,光ＴＫ株式会社,東京都台東区上野３丁目１６番２号天翔上野末広町ビル６階６０５−Ｃ号室,1100005.0,,2023-06-22 00:00:00+09:00,2023,東京都,139.772171,35.705212
7010503005546,合同会社リーダーズ・コンチネンタル,東京都台東区東上野３丁目１５番１４号丸山ビル,1100015.0,,2019-03-28 00:00:00+09:00,2019,東京都,139.778641,35.71051
7010601055575,ヤマギシリフォーム工業株式会社,東京都品川区東品川１丁目２番５号,1400002.0,,2023-02-14 00:00:00+09:00,2019,東京都,139.744797,35.622643
7010601057159,フォーネスライフ株式会社,東京都中央区日本橋本町３丁目８−３,1030023.0,,2020-07-09 00:00:00+09:00,2020,東京都,139.776154,35.689518
7010601058082,株式会社ファルフィールド,東京都江東区佐賀２丁目８番２０号,1350031.0,,2020-10-07 00:00:00+09:00,2020,東京都,139.791748,35.679173
7010601059015,株式会社ＧＥＬ,東京都江東区東陽３丁目１７番１４号サンイーストビル７階,1350016.0,,2021-10-22 00:00:00+09:00,2021,東京都,139.811584,35.669533
7010601059700,扶桑商事株式会社,東京都千代田区永田町２丁目１０番１号,1000014.0,,2022-01-27 00:00:00+09:00,2021,東京都,139.739838,35.67485
7010601060617,株式会社アフターバーナー,東京都江東区豊洲５丁目６番４５−７０５号,1350061.0,,2022-02-04 00:00:00+09:00,2022,東京都,139.798843,35.651867
7010701036962,ＪＡＬビジネスアビエーション株式会社,東京都大田区羽田空港１丁目１１番２号日本航空羽田整備ビル７階,1440041.0,,2022-04-18 00:00:00+09:00,2019,東京都,139.760391,35.556999
7010701038505,株式会社バリュー・コア・コンサルティング,東京都品川区西品川１丁目１番１号住友不動産大崎ガーデンタワー９階トンネル東京,1410033.0,,2019-11-25 00:00:00+09:00,2019,東京都,139.731003,35.615051
7010701041979,タックシステム株式会社,東京都品川区北品川５丁目９番１１号,1410001.0,,2022-04-14 00:00:00+09:00,2021,東京都,139.734604,35.618362
7010701043372,株式会社２０７５,東京都品川区西五反田２丁目１３番１号プレジデントハイツ五反田３１３号室,1410031.0,,2022-10-25 00:00:00+09:00,2022,東京都,139.720459,35.626911
7010705003249,一般社団法人創医会,東京都品川区大崎５丁目４番８号ヴァンドーム五反田３０２号室,1410032.0,,2022-07-21 00:00:00+09:00,2021,東京都,139.725754,35.622429
7010801033554,株式会社ＮＥＷＯＲＤＥＲ,東京都大田区山王２丁目５−１３大森北口ビル５Ｆ,1430023.0,,2022-12-27 00:00:00+09:00,2022,東京都,139.727676,35.589474
7010801033736,株式会社コーン,東京都大田区西六郷２丁目５３番９号,1440056.0,,2023-03-03 00:00:00+09:00,2023,東京都,139.70578,35.54837
7010901044022,ｒａｙｏｕｔ株式会社,東京都渋谷区代々木４丁目２９番３号西参道梅村ビル３階,1510053.0,,2023-06-05 00:00:00+09:00,2019,東京都,139.689987,35.682415
7010901045053,株式会社ぬるぬる,東京都港区西新橋１丁目１８番６号,1050003.0,,2023-02-07 00:00:00+09:00,2019,東京都,139.75322,35.667767
7010901049376,ＥＴＯＮＥ株式会社,東京都世田谷区北沢２丁目２７−９,1550031.0,,2022-06-10 00:00:00+09:00,2021,東京都,139.665909,35.663044
7010901050334,株式会社Ｃｏａｃｈｅｒｓ,東京都世田谷区千歳台３丁目２１番３号,1570071.0,,2022-02-09 00:00:00+09:00,2022,東京都,139.614761,35.653519
7010903005014,合同会社ＴＥＮＴＯＮ,東京都世田谷区羽根木２丁目１７−８,1560042.0,,2022-05-20 00:00:00+09:00,2019,東京都,139.657654,35.668434
7011001130448,株式会社グリル,東京都渋谷区渋谷３丁目１番９号ＹＡＺＡＷＡビル３階,1500002.0,,2019-10-21 00:00:00+09:00,2019,東京都,139.707932,35.657722
7011001132270,株式会社Ｎｏ　ｎａｍｅ,東京都渋谷区円山町１５番４号近藤ビル６Ｆ,1500044.0,,2020-12-07 00:00:00+09:00,2020,東京都,139.694382,35.657619
7011001134242,株式会社Ｈｉｇｈ　Ｒａｔｅ,東京都目黒区東が丘２丁目１１番４号,1520021.0,,2020-06-15 00:00:00+09:00,2020,東京都,139.662506,35.631561
7011001143466,株式会社ＶＥＳＳ　Ｌａｂｓ,東京都渋谷区神宮前６丁目２３−４桑野ビル２階,1500001.0,,2022-09-01 00:00:00+09:00,2021,東京都,139.702484,35.664951
7011001144010,クオーク株式会社,東京都渋谷区渋谷３丁目１番９号渋谷ＹＡＺＡＷＡビル,1500002.0,,2021-11-16 00:00:00+09:00,2021,東京都,139.707932,35.657722
7011001144101,株式会社トリガージャパン,東京都渋谷区代々木３丁目１番１１号パシフィックスクエア代々木,1510053.0,,2021-11-22 00:00:00+09:00,2021,東京都,139.695724,35.682144
7011001148886,株式会社ユニウム,東京都渋谷区神宮前６丁目２３番４号桑野ビル２階,1500001.0,,2022-08-05 00:00:00+09:00,2022,東京都,139.702484,35.664951
7011001152921,株式会社月曜日のトラ,東京都目黒区平町２丁目１３番５号,1520032.0,,2023-03-06 00:00:00+09:00,2023,東京都,139.680588,35.615585
7011003012165,合同会社ＧＯＯＤＬＩＦＥ,東京都渋谷区代々木３丁目４６−１６小野木ビル６０７,1510053.0,,2021-01-20 00:00:00+09:00,2021,東京都,139.695084,35.681919
7011003014293,アイデアルブランズ合同会社,東京都渋谷区神宮前６丁目２３番４号桑野ビル２階,1500001.0,,2022-03-04 00:00:00+09:00,2022,東京都,139.702484,35.664951
7011005009151,一般社団法人企業の未来づくり研究所,東京都渋谷区神宮前６丁目２９番４号原宿ｋｏｍｉｙａビル６階,1500001.0,,2021-08-05 00:00:00+09:00,2021,東京都,139.704498,35.667469
7011101087324,エムアイエス株式会社,東京都新宿区市谷本村町２番５号,1620845.0,,2022-10-05 00:00:00+09:00,2019,東京都,139.73233,35.690353
7011101088256,株式会社ＮＴＴアグリテクノロジー,東京都新宿区西新宿３丁目１９番２号,1600023.0,,2019-07-12 00:00:00+09:00,2019,東京都,139.687607,35.683613
7011101088462,Ｈ．Ｕ．セルズ株式会社,東京都あきる野市渕上５０番地,1970833.0,,2022-05-18 00:00:00+09:00,2019,東京都,139.272903,35.730309
7011101090724,アセンド株式会社,東京都新宿区市谷砂土原町２丁目７番１９号田中保全ビル３階,1620842.0,,2023-04-07 00:00:00+09:00,2020,東京都,139.73558,35.695576
7011101091474,株式会社ジーエー,東京都新宿区大京町２２番地２,1600015.0,,2020-06-05 00:00:00+09:00,2020,東京都,139.716492,35.686684
7011101092448,株式会社ウイング・スカイルート,東京都新宿区新宿１丁目３１番１２号,1600022.0,,2020-09-10 00:00:00+09:00,2020,東京都,139.711884,35.690434
7011101093058,株式会社ハリキリ,東京都新宿区新宿４丁目３番１５号レイフラット新宿Ｂ棟ＴＨＥＨＵＢ新宿３０１号室,1600022.0,,2021-06-09 00:00:00+09:00,2020,東京都,139.703506,35.688656
7011101098453,ＢＤＯコンサルティング株式会社,東京都新宿区西新宿１丁目２４番１号,1600023.0,,2023-06-06 00:00:00+09:00,2022,東京都,139.695648,35.690514
7011101101811,Ｒｏｗｗｅｎ株式会社,東京都新宿区西新宿３丁目３番１３号西新宿水間ビル６階,1600023.0,,2023-02-13 00:00:00+09:00,2023,東京都,139.692841,35.685883
7011103013154,Ｒｙｚｅｎ合同会社,東京都新宿区西新宿３丁目３番１３号西新宿水間ビル２Ｆ,1600023.0,,2023-06-15 00:00:00+09:00,2023,東京都,139.692841,35.685883
7011201022370,株式会社Ｗｅｌｃｏｏｌ,東京都中野区江古田１丁目４０番１１号,1650022.0,,2020-09-07 00:00:00+09:00,2020,東京都,139.669357,35.724663
7011201022478,株式会社Ｒ＆Ｄ,東京都港区南青山５丁目４番２７号,1070062.0,,2021-10-21 00:00:00+09:00,2020,東京都,139.714432,35.662231
7011201022890,株式会社プロピアノ,東京都新宿区新宿１丁目３０−１６ルネ新宿御苑タワー７０８,1600022.0,,2021-11-04 00:00:00+09:00,2021,東京都,139.71347,35.690094
7011203003212,フリート合同会社,東京都中野区中野４丁目１１番１−１０１号,1640001.0,,2020-01-31 00:00:00+09:00,2020,東京都,139.661896,35.70982
7011301027501,株式会社ｍａｎｄ,東京都中央区銀座７丁目１３番２０号,1040061.0,,2023-04-24 00:00:00+09:00,2022,東京都,139.764206,35.668125
7011303004754,Ｓｔｕｄｉｏ　Ｃｏｖｅ合同会社,東京都杉並区高円寺南３丁目４４−１８藤本方２Ｆ,1660003.0,,2023-05-12 00:00:00+09:00,2023,東京都,139.647614,35.703403
7011401024134,株式会社ＢＥＡＭ　Ｔｅｃｈｎｏｌｏｇｉｅｓ,東京都千代田区二番町９番地３,1020084.0,,2023-06-28 00:00:00+09:00,2022,東京都,139.736298,35.685379
7011403003730,オールウェイズ合同会社,東京都板橋区幸町３６−１,1730034.0,,2022-07-22 00:00:00+09:00,2022,東京都,139.697845,35.742294
7011501025585,株式会社Ｚｅｎｅ,東京都荒川区東尾久６丁目３９番６号,1160012.0,,2020-02-14 00:00:00+09:00,2020,東京都,139.7724,35.747681
7011505002234,一般社団法人Ｈｏｎｍｏｎｏ協会,東京都渋谷区恵比寿西１丁目３３番６号,1500021.0,,2021-04-23 00:00:00+09:00,2019,東京都,139.704239,35.647125
7011505002440,一般社団法人患者目線,東京都港区虎ノ門１丁目１６番１７号,1050001.0,,2022-04-01 00:00:00+09:00,2021,東京都,139.748856,35.668488
7011601023670,株式会社避雷針ワークス,東京都練馬区三原台２丁目１９番１５号,1770031.0,,2019-10-09 00:00:00+09:00,2019,東京都,139.601791,35.757111
7011601024561,Ｏｐｅｎｉｎｇ株式会社,東京都練馬区早宮１丁目３２番１９号,1790085.0,,2020-10-09 00:00:00+09:00,2020,東京都,139.657257,35.749413
7011601026789,株式会社ＯＧ研究所,東京都練馬区上石神井４丁目２６−３４,1770044.0,,2023-05-08 00:00:00+09:00,2023,東京都,139.585602,35.730091
7011605002324,一般社団法人Ｓｏｌｉｄａｒｉｄａｄ　Ｊａｐａｎ,東京都練馬区関町南４丁目２３番１４号,1770053.0,,2020-08-26 00:00:00+09:00,2020,東京都,139.567535,35.72229
7011701024148,株式会社アサヒプランニング,東京都江戸川区中央１丁目２番７号,1320021.0,,2021-02-25 00:00:00+09:00,2021,東京都,139.867996,35.70517
7011701025435,株式会社Ｒｅｈｅａｒｔ,東京都江戸川区西一之江４丁目６番７号,1320023.0,,2022-09-12 00:00:00+09:00,2022,東京都,139.874176,35.697327
7011701025963,株式会社共創,東京都江戸川区中央１丁目２３−１６,1320021.0,,2023-01-20 00:00:00+09:00,2023,東京都,139.872086,35.709766
7011801040879,グロリアス株式会社,東京都足立区大谷田５丁目３−１６,1200001.0,,2022-06-20 00:00:00+09:00,2022,東京都,139.837326,35.782982
7011801041092,株式会社ＩＰＲｈｉｎｏ,東京都足立区伊興１丁目１４番１４号,1210823.0,,2022-08-04 00:00:00+09:00,2022,東京都,139.786057,35.790455
7012401038462,株式会社ｋａｃｈｉｄｏｋｉ,東京都府中市小柳町２丁目４７番地の１３,1830013.0,,2021-10-27 00:00:00+09:00,2021,東京都,139.503098,35.661884
7012401039394,月ノ雨株式会社,東京都武蔵野市吉祥寺東町４丁目１５番１号,1800002.0,,2022-07-07 00:00:00+09:00,2022,東京都,139.593689,35.70454
7012401040352,ＫＷＣＬ株式会社,東京都多摩市落合１丁目４６‐１ココリア多摩センター７階,2060033.0,,2023-06-08 00:00:00+09:00,2023,東京都,139.424759,35.622295
7012403004553,ＣＩＶＩＣＴＥＣＨ．ＴＶ合同会社,東京都三鷹市新川５丁目６番１８−１０３号,1810004.0,,2021-04-09 00:00:00+09:00,2020,東京都,139.571152,35.676071
7012403005452,Ｄｕｏ　Ｐａｒｔｎｅｒ　Ｄｅｓｉｇｎ合同会社,東京都小金井市梶野町１丁目２番３６号,1840002.0,,2022-06-27 00:00:00+09:00,2022,東京都,139.52861,35.701633
7013101008111,株式会社Ｂ．Ｇ　Ｃｏｍｐａｎｉｏ,東京都福生市大字熊川１６８２番地３,1970003.0,,2022-03-22 00:00:00+09:00,2019,東京都,139.348206,35.723412
7013101008664,株式会社トップガーデン,東京都福生市東町１番地１,1970021.0,,2021-07-06 00:00:00+09:00,2021,東京都,139.329178,35.741875
7013301044930,株式会社コンタクトサポート,東京都豊島区池袋２丁目９番４号,1710014.0,,2020-06-18 00:00:00+09:00,2019,東京都,139.708267,35.732903
7021001068464,株式会社ＴＥＡＲ‐Ｓ,東京都港区西新橋３丁目４番地２号ヤマキ第２ビル５Ｆ,1050003.0,,2022-11-11 00:00:00+09:00,2019,東京都,139.75116,35.664974
7021001069173,ＩＣＶコンサルティング株式会社,東京都新宿区西新宿１丁目２６−２新宿野村ビル３２階,1600023.0,,2021-07-15 00:00:00+09:00,2020,東京都,139.696732,35.692776
7030001131223,Ｃａｔａｌｙｓｔ株式会社,東京都豊島区池袋２丁目２３−４池袋見真ビル４０３,1710014.0,,2023-02-27 00:00:00+09:00,2019,東京都,139.704193,35.732895
7040005002907,医療法人社団正恵会,東京都豊島区東池袋１丁目３０番６号セイコーサンシャインビル?８階,1700013.0,,2023-05-29 00:00:00+09:00,2020,東京都,139.716141,35.731102
7200001039325,株式会社ＰＵＺＺＬＣＥ,東京都中央区八丁堀２丁目８番１−５０１号,1040032.0,,2022-11-22 00:00:00+09:00,2021,東京都,139.775314,35.676952
8010001197694,株式会社プレステージ・グローバルソリューション,東京都千代田区麹町２丁目４番地１,1020083.0,,2021-06-25 00:00:00+09:00,2019,東京都,139.740143,35.684437
8010001197991,株式会社ＰＥＺＹ　Ｃｏｍｐｕｔｉｎｇ,東京都千代田区神田小川町１丁目１１番地千代田小川町クロスタ５階,1010052.0,,2023-04-28 00:00:00+09:00,2019,東京都,139.766907,35.694466
8010001198494,株式会社Ｎａｎ　Ｎａｒｕ,東京都文京区水道２丁目１番３−５０７号,1120005.0,,2021-12-10 00:00:00+09:00,2019,東京都,139.739197,35.708836
8010001202223,株式会社アセットコンサルティングフォース,東京都千代田区霞が関３丁目２番１号,1000013.0,,2019-07-09 00:00:00+09:00,2019,東京都,139.74791,35.671192
8010001203683,株式会社ＴＡＭＬＯ,東京都千代田区神田小川町３丁目２８番地９三東ビル１Ｆ,1010052.0,,2019-09-11 00:00:00+09:00,2019,東京都,139.763168,35.69569
8010001206249,日本遺伝子医学株式会社,東京都千代田区一番町１５−９,1020082.0,,2019-12-24 00:00:00+09:00,2019,東京都,139.73967,35.686073
8010001206521,株式会社テックコンシリエ,東京都千代田区鍛冶町１丁目１０番６号,1010044.0,,2020-01-14 00:00:00+09:00,2020,東京都,139.773132,35.690479
8010001206802,株式会社ノーム,東京都中央区日本橋兜町１７番１−７０６号,1030026.0,,2020-01-20 00:00:00+09:00,2020,東京都,139.776138,35.679203
8010001207998,株式会社プレジデントアイデンティティ,東京都千代田区九段南１丁目５−６りそな九段ビル５階ＫＳフロア,1020074.0,,2022-05-13 00:00:00+09:00,2020,東京都,139.751678,35.694996
8010001208798,ａｖａｔａｒｉｎ株式会社,東京都中央区日本橋室町３丁目３番９号日本橋アイティビル５階,1030022.0,,2020-04-03 00:00:00+09:00,2020,東京都,139.773788,35.687737
8010001208872,日本シップヤード株式会社,東京都千代田区有楽町１丁目５番１号,1000006.0,,2020-04-08 00:00:00+09:00,2020,東京都,139.759888,35.674419
