法人番号,法人名,郵便番号,本社所在地,資本金,従業員数,設立年月日,創業年,最終更新日
4011001098218,株式会社サーキュレーション,1500001.0,東京都渋谷区神宮前３丁目２１番５号,877903000.0,255.0,2014-01-06,,2018-09-13 00:00:00+09:00
2010401109684,株式会社ＵＺＥＮ,1080073.0,東京都港区三田２丁目７番１２号徳文堂ビル４階,,,2014-01-06,,2019-05-08 00:00:00+09:00
2011101068766,株式会社ＦＬＩＮＴＥＲＳ,1600023.0,東京都新宿区西新宿８丁目１７番１号,,,2014-01-06,,2021-01-15 00:00:00+09:00
1011801028376,株式会社イノベート,1200015.0,東京都足立区足立４丁目１３番９号ベルビュービル６階,,,2014-01-06,,2022-01-27 00:00:00+09:00
1012701012370,Ｆ−ＷＡＶＥ株式会社,1020093.0,東京都千代田区平河町２丁目４番１３号ノーブルコート平河町７０３号室,,,2014-01-07,,2018-04-24 00:00:00+09:00
1011101068817,株式会社ＳＥＲＥＮＤＥＣ,1600004.0,東京都新宿区四谷４丁目３エクシーナ四谷４０１,,6.0,2014-01-08,,2018-04-27 00:00:00+09:00
7011203001975,合同会社ＦＩＥＬＤ,1610034.0,東京都新宿区上落合３丁目８番２５号ＦＬＡＭＰ５０５,,,2014-01-08,,2021-01-12 00:00:00+09:00
9011301020099,株式会社スペースマーケット,1500001.0,東京都渋谷区神宮前６丁目２５番１４号,50937000.0,,2014-01-08,,2021-07-26 00:00:00+09:00
9011801028410,株式会社コネクティル,1010032.0,東京都千代田区岩本町２丁目２−４,,11.0,2014-01-15,,2021-09-22 00:00:00+09:00
9020001104129,株式会社ＪＨＩ,1000011.0,東京都千代田区内幸町２丁目２番２号,,,2014-01-15,,2023-09-05 00:00:00+09:00
9011101068875,イングリッシュイノベーションズ株式会社,1600023.0,東京都新宿区西新宿７丁目２番１２号,,,2014-01-16,,2024-06-05 00:00:00+09:00
7010401109837,株式会社１３７,1070062.0,東京都港区南青山４丁目１７番３３号,,,2014-01-16,,2023-12-13 00:00:00+09:00
6010401109854,フロスト・アンド・サリバン・ジャパン株式会社,1070052.0,東京都港区赤坂５丁目２番２０号赤坂パークビル,,30.0,2014-01-17,,2020-03-23 00:00:00+09:00
3010401109857,ユナイトメディカル株式会社,1020073.0,東京都千代田区九段北４丁目３番８号,,,2014-01-17,,2019-01-09 00:00:00+09:00
1011001098377,ＡＬＨ株式会社,1530063.0,東京都目黒区目黒１丁目２４番１２号,,1477.0,2014-01-20,,2025-07-01 00:00:00+09:00
9011801028435,株式会社デューロデックス,1110052.0,東京都台東区柳橋１丁目３番３号東宏ビル３０２,,,2014-01-22,,2018-05-08 00:00:00+09:00
3011101068947,株式会社ラディアス,1920363.0,東京都八王子市別所２丁目３４番地２,,,2014-01-23,,2019-06-12 00:00:00+09:00
5010901033596,株式会社インキュビット,1500012.0,東京都渋谷区広尾１丁目１０番５号,,,2014-01-23,,2020-12-09 00:00:00+09:00
7040003005911,Ｓｔｏｒｙ　Ｄｅｓｉｇｎ　ｈｏｕｓｅ株式会社,1040032.0,東京都中央区八丁堀３丁目１１番１１号７階,,,2014-01-24,,2024-11-01 00:00:00+09:00
9010401109950,株式会社長谷工ビジネスプロクシー,1050014.0,東京都港区芝３丁目８番２号,,132.0,2014-01-24,,2018-04-04 00:00:00+09:00
6011001098455,株式会社ＭＳＳ,1510072.0,東京都渋谷区幡ヶ谷２丁目１番１−３０１号,,,2014-01-24,,2015-10-28 00:00:00+09:00
7010001158268,株式会社ライフシールド,1040033.0,東京都中央区新川１丁目３番１０号旭ビルディング６階,,,2014-01-24,,2019-04-24 00:00:00+09:00
5011701017847,株式会社パートナーズコンサルティング,1330073.0,東京都江戸川区鹿骨１丁目１８番４号,,,2014-01-24,,2015-10-28 00:00:00+09:00
3010001158296,株式会社エイチ・アール・シー・キャリア,1000014.0,東京都千代田区永田町１丁目１１番２８号,,,2014-01-24,,2019-09-04 00:00:00+09:00
7011001098487,株式会社ＭｅｄｉＢａｎｇ,1500043.0,東京都渋谷区道玄坂１丁目１０番５号,,,2014-01-27,,2025-03-24 00:00:00+09:00
8020001104294,株式会社Ｌｉｎｋ　Ｓｐｏｒｔｓ,1500044.0,東京都渋谷区円山町３番６号,,,2014-01-27,,2024-02-27 00:00:00+09:00
9011103004936,株式会社ＤＳＥ　Ｃｏｒｐｏｒａｔｉｏｎ,1050003.0,東京都港区西新橋１丁目２０番１０号サンライズ山西ビル７階,,,2014-01-30,,2024-01-16 00:00:00+09:00
5030001101327,株式会社ジョイプランニング,1020084.0,東京都千代田区二番町９−３ＴｈｅＢＡＳＥ,,,2014-01-30,,2018-12-27 00:00:00+09:00
9010401110066,Ｂｅｌｌ　Ｔｅｘｔｒｏｎ株式会社,1500013.0,東京都渋谷区恵比寿４丁目２０番３号恵比寿ガーデンプレイスタワー８階,,,2014-01-30,,2025-02-14 00:00:00+09:00
3010403011350,キーサイト・テクノロジー株式会社,1920033.0,東京都八王子市高倉町９番１号,,379.0,2014-01-30,,2025-05-26 00:00:00+09:00
7010401110076,ＳＢモバイルサービス株式会社,1050022.0,東京都港区海岸１丁目７番１号,,1383.0,2014-01-31,,2021-01-12 00:00:00+09:00
9030001101380,株式会社Ｙ’ｓコーポレーション,1210824.0,東京都足立区西伊興２丁目４番２４号,,,2014-02-03,,2021-05-12 00:00:00+09:00
1013301034929,ユニバーサルアドネットワーク株式会社,1030002.0,東京都中央区日本橋馬喰町１丁目６番１５号,,,2014-02-04,,2024-06-27 00:00:00+09:00
1010001158505,シーエムワン株式会社,1030023.0,東京都中央区日本橋本町１丁目８番１１号,,,2014-02-04,,2018-06-01 00:00:00+09:00
7010401110175,株式会社トランスファーデータ,1050014.0,東京都港区芝３丁目５番７号,,70.0,2014-02-04,,2023-08-10 00:00:00+09:00
6080101017574,株式会社ＲＥＮＩＴ,1710022.0,東京都豊島区南池袋２丁目３番１号２階,,,2014-02-04,,2025-04-14 00:00:00+09:00
6010003019295,オーソ・クリニカル・ダイアグノスティックス株式会社,1410032.0,東京都品川区大崎１丁目１１番２号,,240.0,2014-02-04,,2018-05-02 00:00:00+09:00
1010401110156,株式会社エスユー,1050021.0,東京都港区東新橋２丁目５番５号,,,2014-02-04,,2020-02-14 00:00:00+09:00
6011001098686,株式会社ビジョン・コンサルティング,1060032.0,東京都港区六本木６丁目１０番１号六本木ヒルズ森タワー３９階,,1135.0,2014-02-06,,2022-04-22 00:00:00+09:00
8010001158580,株式会社メディアファースト,1030026.0,東京都中央区日本橋兜町１７番２号,,,2014-02-06,,2022-06-20 00:00:00+09:00
7010001158607,株式会社スペックアルファ,1010025.0,東京都千代田区神田佐久間町３丁目３７ＭＫ佐久間町ビル３Ｆ,,,2014-02-07,,2020-05-25 00:00:00+09:00
5011701017888,ＪＣＴｏｐ株式会社,1100005.0,東京都台東区上野１丁目１２−６国際宝石会館ビル４Ｆ,,,2014-02-10,,2022-03-10 00:00:00+09:00
7010901033685,株式会社ＣＯＬＳＩＳ,1020083.0,東京都千代田区麹町２丁目３番３号,,,2014-02-10,,2019-12-06 00:00:00+09:00
3080401019926,コネクテッドロボティクス株式会社,1840002.0,東京都小金井市梶野町５丁目４番１号,,,2014-02-10,,2023-04-19 00:00:00+09:00
4011001098738,株式会社ディーエスエス,1410031.0,東京都品川区西五反田１丁目３番８号五反田ＰＬＡＣＥ８階,,,2014-02-10,,2019-07-23 00:00:00+09:00
4020001104538,ファブインスツルメンツ株式会社,1530063.0,東京都目黒区目黒１丁目４番１６号目黒Ｇビル７Ｆ,,,2014-02-12,,2021-08-17 00:00:00+09:00
1010001158703,株式会社ＡＺＩＴＯ,1050004.0,東京都港区新橋２丁目５番６号,,,2014-02-13,,2018-12-03 00:00:00+09:00
4010801024341,株式会社ワンド,1400013.0,東京都品川区南大井６丁目２８番１１号谷口ビル２階,,,2014-02-13,,2023-02-13 00:00:00+09:00
7010001158730,株式会社ＰＲＯＣＥＳＳ　ＩＮＮＯＶＡＴＩＯＮ,1040032.0,東京都中央区八丁堀２丁目２１番６号八丁堀ＮＦビル９階,,9.0,2014-02-14,,2022-04-06 00:00:00+09:00
2011401017654,株式会社ＡＳトラベル,1750092.0,東京都板橋区赤塚６丁目４番２３号,,,2014-02-18,,2023-12-26 00:00:00+09:00
1010401110420,株式会社リベラ・ミュージック,1060045.0,東京都港区麻布十番１丁目５−１０アトラスビル４階,,,2014-02-19,,2019-11-13 00:00:00+09:00
6011001098892,株式会社ＯＺ,1500031.0,東京都渋谷区桜丘町２６番１号セルリアンタワー１５Ｆ,,,2014-02-21,,2021-08-24 00:00:00+09:00
8010501036294,株式会社イワカン,1200011.0,東京都足立区中央本町１丁目１３番１６号,,,2014-02-24,,2020-10-27 00:00:00+09:00
9011501019338,株式会社Ｍｉｓｓ　ＷＨ,1070052.0,東京都港区赤坂２丁目１１番１３号ＣＯＭＭＯＮ・Ａｋａｓａｋａ７階,,,2014-02-28,,2022-09-07 00:00:00+09:00
1010401110577,エムスリーデジタルコミュニケーションズ株式会社,1070052.0,東京都港区赤坂１丁目１１番４４号,,,2014-03-03,,2018-04-24 00:00:00+09:00
9020001104748,ＳＭＡＲＴ　ＣＡＲＥＥＲ株式会社,1070062.0,東京都港区南青山２丁目２２−１４フォンテ青山９０８号,,,2014-03-03,,2025-03-04 00:00:00+09:00
8011103004986,合同会社政経地所,1600023.0,東京都新宿区西新宿７丁目７番２４号,,,2014-03-03,,2015-10-28 00:00:00+09:00
2010001159015,株式会社ベルシステム２４,1050001.0,東京都港区虎ノ門４丁目１番１号,,29147.0,2014-03-03,,2022-03-23 00:00:00+09:00
2010601045804,株式会社日立システムズパワーサービス,1050023.0,東京都港区芝浦１丁目２番３号,,660.0,2014-03-03,,2018-04-24 00:00:00+09:00
2011001099036,エルピクセル株式会社,1000004.0,東京都千代田区大手町１丁目６−１,,,2014-03-04,,2018-09-14 00:00:00+09:00
4011001099067,スタイルファクトリー株式会社,1600022.0,東京都新宿区新宿２丁目１２番８号ＡＣＮ新宿ビル４Ｆ,,,2014-03-04,,2019-09-30 00:00:00+09:00
9010001159082,タワーズワトソン・インベストメント・サービス株式会社,1000011.0,東京都千代田区内幸町２丁目１番６号日比谷パークフロント１３階,,,2014-03-04,,2018-05-25 00:00:00+09:00
1010001159065,アンバーテック株式会社,1010024.0,東京都千代田区神田和泉町１番地３−１１,,21.0,2014-03-04,,2018-07-18 00:00:00+09:00
6010001159085,株式会社フューチャースタンダード,1100016.0,東京都台東区台東４丁目８番７号,,,2014-03-04,,2022-09-13 00:00:00+09:00
9011001099070,株式会社ＺｅｎｍｕＴｅｃｈ,1040061.0,東京都中央区銀座８丁目１７番５号,219650000.0,,2014-03-04,,2021-04-09 00:00:00+09:00
1010001159123,株式会社ライルピクチャー,1010051.0,東京都千代田区神田神保町１丁目２番１０号第三日東ビル５０１,,,2014-03-05,,2024-07-01 00:00:00+09:00
4010401110657,株式会社ディメンショナルパートナーズ,1410031.0,東京都品川区西五反田１丁目３０番２号ウィン五反田ビル６階,,,2014-03-05,,2025-06-19 00:00:00+09:00
8011001099138,株式会社カラーバード,1530051.0,東京都目黒区上目黒３丁目１０番３号メイツ扶翼中目黒３０７号室,,2.0,2014-03-10,,2018-09-18 00:00:00+09:00
4010001159194,株式会社ファームシップ,1030007.0,東京都中央区日本橋浜町３丁目９番５号ＴＯＫＹＯＭＩＤＯＲＩＬＡＢＯ．４階,,40.0,2014-03-10,,2022-12-23 00:00:00+09:00
9011501019370,株式会社田中コンピューターサービス,1750094.0,東京都板橋区成増３丁目１６番９号タウンコート田中１０３,,,2014-03-10,,2022-05-16 00:00:00+09:00
1010401110750,株式会社ＪＴカンパニー,1050004.0,東京都港区新橋２丁目５番６号,,,2014-03-10,,2021-05-13 00:00:00+09:00
4010401110748,株式会社オークネットメディカル,1070061.0,東京都港区北青山２丁目５番８号,,,2014-03-10,,2018-05-11 00:00:00+09:00
8010401110769,株式会社ＡＡＩＣ　Ｊａｐａｎ,1050004.0,東京都港区新橋４丁目７番２号,,,2014-03-11,,2018-05-09 00:00:00+09:00
1380001023993,ＮＯＳ株式会社,1050013.0,東京都港区浜松町２丁目２番１５号,,,2014-03-17,,2020-02-06 00:00:00+09:00
9010403011485,ＳＢ　Ｃ＆Ｓ株式会社,1050022.0,東京都港区海岸１丁目７番１号,,,2014-03-17,,2021-06-08 00:00:00+09:00
6010903002268,合同会社ミールアネシス,1540017.0,東京都世田谷区世田谷３丁目１８番１９号,,,2014-03-18,,2020-10-12 00:00:00+09:00
1010001159395,株式会社歯科健診センター,1020093.0,東京都千代田区平河町１丁目２番１号,,,2014-03-19,,2018-05-29 00:00:00+09:00
4011101069465,セーフティ＆セキュリティ株式会社,1600005.0,東京都新宿区愛住町２３番地２,,,2014-03-20,,2022-04-12 00:00:00+09:00
3013303002320,マービートレーディング合同会社,1340084.0,東京都江戸川区東葛西５丁目１１番地２０号スターストン葛西９０２号室,,,2014-03-24,,2021-02-04 00:00:00+09:00
1010001159494,株式会社Ｐｒｅｆｅｒｒｅｄ　Ｎｅｔｗｏｒｋｓ,1000004.0,東京都千代田区大手町１丁目６番１号大手町ビル,,298.0,2014-03-26,,2025-07-22 00:00:00+09:00
8010401111040,株式会社ブリュッケ,1070052.0,東京都港区赤坂８丁目１２番４−３０７号,,,2014-03-28,,2024-07-04 00:00:00+09:00
7010001159539,マキシメーター・フルード・テクノロジーズ株式会社,1040031.0,東京都中央区京橋２丁目５番２号,,,2014-03-28,,2022-02-04 00:00:00+09:00
3013301035157,株式会社ワイシーグループ,1070061.0,東京都港区北青山２丁目１２番１３号青山ＫＹビル３階,,15.0,2014-03-31,,2024-08-09 00:00:00+09:00
1010701029229,ｉＸＩＴ株式会社,1060041.0,東京都港区麻布台１丁目３番１号麻布台ヒルズ森ＪＰタワー２７階,,,2014-04-01,,2025-04-28 00:00:00+09:00
9012401025244,キズナプラス株式会社,1850012.0,東京都国分寺市本町２丁目９−２１ルアージュ宝２Ｆ,,,2014-04-01,,2024-07-02 00:00:00+09:00
2010401111112,株式会社空気を読むを科学する研究所,1050001.0,東京都港区虎ノ門５丁目１番５号,,,2014-04-01,,2018-08-17 00:00:00+09:00
7010601045948,大和自動車交通江東株式会社,1350003.0,東京都江東区猿江２丁目１６番２７号,,,2014-04-01,,2018-07-12 00:00:00+09:00
8010601045947,丸紅ＩＴソリューションズ株式会社,1120004.0,東京都文京区後楽２丁目６番１号,,396.0,2014-04-01,,2024-08-14 00:00:00+09:00
9011001099483,恵比寿サイエンス株式会社,1500021.0,東京都渋谷区恵比寿西２丁目１６番８号,,,2014-04-01,,2020-06-26 00:00:00+09:00
1010001159627,株式会社シーエーシー,1030015.0,東京都中央区日本橋箱崎町２４番１号,,1069.0,2014-04-01,,2025-04-15 00:00:00+09:00
4012801010313,大和自動車交通立川株式会社,1900013.0,東京都立川市富士見町１丁目２５番地,,131.0,2014-04-01,,2018-07-18 00:00:00+09:00
1011801028698,株式会社かなめ技術開発,1110054.0,東京都台東区鳥越２丁目７番４号,,,2014-04-01,,2018-06-12 00:00:00+09:00
6010801024471,大和自動車交通王子株式会社,1140003.0,東京都北区豊島５丁目１番３２号,,,2014-04-01,,2024-03-04 00:00:00+09:00
3010401111152,産業保健サービス株式会社,1050004.0,東京都港区新橋３丁目９番１０号天翔新橋ビル,,7.0,2014-04-01,,2018-05-24 00:00:00+09:00
3010401111177,株式会社テクノコスモ,1070062.0,東京都港区南青山２丁目２番１５号ウィン青山９４２,,,2014-04-01,,2021-11-10 00:00:00+09:00
4010901033969,株式会社あおそら,1540021.0,東京都世田谷区豪徳寺１丁目７番８号,,,2014-04-02,,2023-11-16 00:00:00+09:00
9010001159719,株式会社シンク,1010052.0,東京都千代田区神田小川町１丁目１０番２号ＡＴＥＬＩＥＲＹＯＵＲＳ小川町,,,2014-04-02,,2022-08-19 00:00:00+09:00
5010701029241,アセットフロンティア株式会社,1050012.0,東京都港区芝大門２丁目７番９号,,11.0,2014-04-02,,2019-06-07 00:00:00+09:00
8010001159769,株式会社ラビロ,1020073.0,東京都千代田区九段北１丁目３番６号セーキビル４階,,,2014-04-02,,2018-11-02 00:00:00+09:00
4011401017768,株式会社トライリンガル,1950063.0,東京都町田市野津田町３０７６番６号,,,2014-04-02,,2023-04-12 00:00:00+09:00
6010001159762,株式会社ＬＩＦＥ　ＰＥＰＰＥＲ,1040045.0,東京都中央区築地３丁目１番１０号ＳｈｉｎｔｏＧＩＮＺＡＥａｓｔ６Ｆ,,,2014-04-02,,2018-09-27 00:00:00+09:00
5011501019457,株式会社ｙｅｐ,1130001.0,東京都文京区白山１丁目３３番１８号白山ＮＴビル３階,,26.0,2014-04-02,2014.0,2022-03-11 00:00:00+09:00
5010003019692,Ｔｏｗｅｒ　Ｓｅｍｉｃｏｎｄｕｃｔｏｒ　Ｊａｐａｎ合同会社,1000005.0,東京都千代田区丸の内２丁目１番１号明治生命館７階ディーエルエイ・パイパー東京パートナーシップ外国法共同事業法律事務所内,,,2014-04-03,,2023-02-17 00:00:00+09:00
9011001099582,株式会社ワットエバー,1060032.0,東京都港区六本木７丁目２番８号,,25.0,2014-04-07,,2022-11-07 00:00:00+09:00
3010001159872,株式会社ナレッジ・マネジメント・ケア研究所,1620821.0,東京都新宿区津久戸町４番７号,,,2014-04-08,,2022-07-19 00:00:00+09:00
1020001105373,株式会社フラッグシップオーケストラ,1080014.0,東京都港区芝５丁目３−２＋ＳｈｉｆｔＭｉｔａＢ１Ｆ,,,2014-04-08,,2023-02-03 00:00:00+09:00
7010401111280,株式会社Ｍ４１,1070052.0,東京都港区赤坂２丁目５−８ヒューリックＪＰ・ＳＰＡＣＥＳ赤坂,,,2014-04-08,,2023-10-12 00:00:00+09:00
1010401111369,株式会社クラブパートナー,1510053.0,東京都渋谷区代々木３丁目１番１１号,,,2014-04-10,,2015-10-28 00:00:00+09:00
5010703002436,株式会社ストーリーテリング,1410022.0,東京都品川区東五反田１丁目１０番８号Ｓ＆Ｌビル１０Ｆ,,7.0,2014-04-11,,2020-02-18 00:00:00+09:00
5010001160028,株式会社アクシス,1030001.0,東京都中央区日本橋小伝馬町１０番８号ウィンド小伝馬町７階,,,2014-04-14,,2024-09-06 00:00:00+09:00
7030001102570,株式会社三木森,1020073.0,東京都千代田区九段北１丁目１３−１２,,,2014-04-14,,2024-10-21 00:00:00+09:00
4011101069746,株式会社ザッピーリンク,1690075.0,東京都新宿区高田馬場１丁目３１番１６号−７階,,,2014-04-14,,2024-03-06 00:00:00+09:00
7010101011285,ライタス株式会社,1920363.0,東京都八王子市別所２丁目１８番地３−４０３号,,,2014-04-16,,2023-11-10 00:00:00+09:00
9010101011291,株式会社早川測量,1920364.0,東京都八王子市南大沢５丁目７番地１０−１０４,,,2014-04-17,,2024-05-29 00:00:00+09:00
4011001099777,株式会社Ｃｏｇｅｎｔ　Ｌａｂｓ,1060032.0,東京都港区六本木３丁目２番１号住友不動産六本木グランドタワー,,45.0,2014-04-17,,2019-10-23 00:00:00+09:00
7010401111553,株式会社ベイカレント,1060041.0,東京都港区麻布台１丁目３番１号,282000000.0,5090.0,2014-04-18,,2024-09-24 00:00:00+09:00
2011401017803,株式会社イーアンドワイ,1790073.0,東京都練馬区田柄４丁目４６番５号,,,2014-04-21,,2020-09-17 00:00:00+09:00
7011803001854,合同会社零壱,1030001.0,東京都中央区日本橋小伝馬町１７番９号さとうビル,,,2014-04-30,,2019-10-25 00:00:00+09:00
2010001160360,株式会社ＲＡＰＨＡＳ　ＪＡＰＡＮ,1080014.0,東京都港区芝４丁目５番１１号,,,2014-04-30,,2022-04-05 00:00:00+09:00
6012801010360,株式会社アミュー,1600023.0,東京都新宿区西新宿８丁目１４番２１号双英ビル８階,,,2014-04-30,,2021-01-19 00:00:00+09:00
6011801028867,ＭＣ興業株式会社,1210053.0,東京都足立区佐野２丁目２２番２２号,,,2014-05-01,,2018-06-13 00:00:00+09:00
9012403001887,シンフォニア株式会社,1830005.0,東京都府中市若松町２丁目２番地の１０ミオカステーロ東府中?１０２,,,2014-05-01,,2019-07-24 00:00:00+09:00
7013301035351,株式会社フェイクスター,1710014.0,東京都豊島区池袋２丁目４２番６号,,,2014-05-01,,2022-04-04 00:00:00+09:00
9010701029345,株式会社エニシアス,1410031.0,東京都品川区西五反田２丁目２７番３号,,,2014-05-01,,2021-12-17 00:00:00+09:00
5010101011312,株式会社テクナビ,1920914.0,東京都八王子市片倉町１３４５番地７,,,2014-05-02,,2019-03-13 00:00:00+09:00
8010401111783,セルボンド株式会社,1530052.0,東京都目黒区祐天寺２丁目１３番４号ＰｏｉｎｔｌｉｎｅＹｕｔｅｎｊｉ４０５,,,2014-05-02,,2024-05-31 00:00:00+09:00
4010901034158,ＩＰ　ＦＯＲＷＡＲＤ株式会社,1050003.0,東京都港区西新橋１丁目１８番６号,,,2014-05-07,,2023-02-06 00:00:00+09:00
1010001160568,株式会社リブリッジ,1010061.0,東京都千代田区神田三崎町３丁目７番１号水道橋フロント６階,,,2014-05-12,,2023-03-29 00:00:00+09:00
4010001160557,株式会社ビーコンラーニングサービス,1030025.0,東京都中央区日本橋茅場町２丁目２番１号,,,2014-05-12,,2018-05-18 00:00:00+09:00
9010401111881,エッジテクノロジー株式会社,1010038.0,東京都千代田区神田美倉町７番１Ｄａｉｗａ神田美倉町ビル４Ｆ,97965000.0,,2014-05-12,,2024-05-31 00:00:00+09:00
9010001160552,株式会社コスメディア,1010032.0,東京都千代田区岩本町３丁目１番２号,,392.0,2014-05-12,,2023-07-20 00:00:00+09:00
4011801028910,ＢＢＫ空調株式会社,1140002.0,東京都北区王子２丁目２５番１１号,,,2014-05-12,,2022-07-08 00:00:00+09:00
4012701012582,株式会社ＴｗｏＦｉｖｅ,1030027.0,東京都中央区日本橋３丁目１番４号画廊ビル３Ｆ,,,2014-05-14,,2017-09-26 00:00:00+09:00
7040001085914,株式会社ジョリーグッド,1030006.0,東京都中央区日本橋富沢町１０番１３号,,,2014-05-15,,2021-05-18 00:00:00+09:00
7010501036634,株式会社ＳＨＩＮＫＯ,1110053.0,東京都台東区浅草橋５丁目２０番８号,183120000.0,701.0,2014-05-16,,2020-04-07 00:00:00+09:00
6011001100170,ＡＮＲＩ株式会社,1060032.0,東京都港区六本木６丁目１０−１六本木ヒルズ森タワー１５Ｆ,,,2014-05-16,,2023-02-14 00:00:00+09:00
1011803001868,合同会社ｄｏｕｂｌｅＡｏｎｅ,1210076.0,東京都足立区平野１丁目８番９号,,,2014-05-20,,2024-09-11 00:00:00+09:00
6010501036643,株式会社ＰＥＮＱＥ,1100002.0,東京都台東区上野桜木１丁目１５番７−４０１号サンライン上野桜木,,,2014-05-20,,2019-02-20 00:00:00+09:00
5011001100213,ブリュー株式会社,1040061.0,東京都中央区銀座７丁目１３番６号サガミビル２階,,,2014-05-20,,2022-03-10 00:00:00+09:00
5010401112066,株式会社ビートレーディング,1050012.0,東京都港区芝大門１丁目２番１８号,,,2014-05-20,,2018-11-13 00:00:00+09:00
1010803001630,株式会社ｓｅｅＤＮＡ,1210813.0,東京都足立区竹の塚３丁目１０−１竹の塚ビル２Ｆ,,,2014-05-22,,2023-02-14 00:00:00+09:00
4120001184090,レイザー株式会社,1620814.0,東京都新宿区新小川町９−１０−３０１,,,2014-05-22,,2020-10-26 00:00:00+09:00
8010003019962,ＡＰＣＯ合同会社,1050001.0,東京都港区虎ノ門１丁目２番１３号,,,2014-05-23,,2024-12-13 00:00:00+09:00
9010401112129,ジェイメッセージ株式会社,1130033.0,東京都文京区本郷５丁目１番３号,,,2014-05-26,,2019-07-26 00:00:00+09:00
8013301035474,株式会社ＥＭＩプランニング,1710033.0,東京都豊島区高田１丁目２−１５,,,2014-05-27,,2021-09-03 00:00:00+09:00
5013301035485,オールワンアクティヴ株式会社,1700005.0,東京都豊島区南大塚３丁目３５番２号,,,2014-05-29,,2018-05-29 00:00:00+09:00
8011001100359,株式会社ＰＴＸ,1500031.0,東京都渋谷区桜丘町９番８号,,,2014-05-30,,2024-08-01 00:00:00+09:00
2011001100372,株式会社オリエンタルコンサルタンツグローバル,1600023.0,東京都新宿区西新宿３丁目２０番２号,,500.0,2014-06-02,,2024-12-10 00:00:00+09:00
3013301035504,株式会社ＦＬＥ,1710042.0,東京都豊島区高松１丁目１番１１号東京ファーストシティビル４階,,,2014-06-02,,2025-04-16 00:00:00+09:00
3020001106147,株式会社サテライト・ビジネス・ネットワーク,1810005.0,東京都三鷹市中原２丁目２５番２５号,,,2014-06-02,,2023-08-04 00:00:00+09:00
8011101070213,リベルタ株式会社,1620836.0,東京都新宿区南町１５番地２０６,,14.0,2014-06-02,,2024-06-04 00:00:00+09:00
8010401112261,株式会社ライブエグザム,1060032.0,東京都港区六本木３丁目１６番３３号,,,2014-06-02,,2020-06-01 00:00:00+09:00
5011601019308,株式会社プレインワークス,1790072.0,東京都練馬区光が丘３丁目７番１−２３１０号,,,2014-06-03,,2018-06-06 00:00:00+09:00
3011001100405,マカイラ株式会社,1020083.0,東京都千代田区麹町２丁目５番１号半蔵門ＰＲＥＸＳｏｕｔｈ８階,,,2014-06-03,,2022-09-30 00:00:00+09:00
9010001161030,株式会社ＡＨＧＳ,1020074.0,東京都千代田区九段南１丁目５番６号りそな九段ビル５Ｆ,,,2014-06-04,,2021-01-14 00:00:00+09:00
8012401025501,株式会社コクーンラボ,1820002.0,東京都調布市仙川町３丁目９番地１５,,6.0,2014-06-04,,2022-09-08 00:00:00+09:00
2011101070251,澪標アナリティクス株式会社,1350061.0,東京都江東区豊洲２丁目２番１号Ａ棟３２Ｆ,,100.0,2014-06-04,,2021-12-01 00:00:00+09:00
1011001100423,イグニション・ポイント株式会社,1500011.0,東京都渋谷区東１丁目３２番１２号,,218.0,2014-06-04,,2018-09-05 00:00:00+09:00
6010001161033,株式会社ネクストエンジニアリング,1020093.0,東京都千代田区平河町１丁目６番１５号ＵＳビル８０２号室,,,2014-06-04,,2022-03-31 00:00:00+09:00
3011801028985,株式会社ＺＥＲＯ　ＴＯＰ,1200026.0,東京都足立区千住旭町２７番８号,,,2014-06-04,,2015-10-28 00:00:00+09:00
3012801010405,株式会社オルテナジーパワー,1900023.0,東京都立川市柴崎町４丁目６番３号,,,2014-06-04,,2021-10-12 00:00:00+09:00
7010001161016,株式会社ニューピース,1080073.0,東京都港区三田３丁目９番１１号ＲａｎｄＬＴＡＫＡＮＡＷＡＧＡＴＥＷＡＹ５０６号室,,22.0,2014-06-04,,2024-10-25 00:00:00+09:00
8011001100441,株式会社ベネッセシニアサポート,1600023.0,東京都新宿区西新宿２丁目３番１号新宿モノリスビル,,,2014-06-04,,2018-07-10 00:00:00+09:00
1010401112350,株式会社垂直索道,1050004.0,東京都港区新橋６丁目１８番３号,,,2014-06-05,,2017-01-18 00:00:00+09:00
3010001161119,ＩＰＧ　Ａｕｔｏｍｏｔｉｖｅ株式会社,1060032.0,東京都港区六本木１丁目４番５号,,25.0,2014-06-09,,2023-05-23 00:00:00+09:00
3010501036720,株式会社ゲート・クリエイティブ,1110056.0,東京都台東区小島２丁目１番５号,,,2014-06-09,,2019-05-30 00:00:00+09:00
7010001161164,株式会社アイデミー,1000004.0,東京都千代田区大手町１丁目２番１号,51000000.0,,2014-06-10,,2023-02-15 00:00:00+09:00
7010801024727,ユニティジャパン株式会社,1440051.0,東京都大田区西蒲田８丁目２４番１号,,,2014-06-11,,2020-06-08 00:00:00+09:00
2010701029541,株式会社インターテック販売,1400013.0,東京都品川区南大井６丁目２１番１２号,,,2014-06-11,,2022-09-01 00:00:00+09:00
9011001100548,株式会社Ｇｌｏｂｅｅ,1060044.0,東京都港区東麻布１丁目７番３号,91182000.0,,2014-06-12,,2020-12-08 00:00:00+09:00
